,Survived,Pclass,Sex,Age,Fare,Cabin
996,0,2,0,1,1,1
997,0,2,0,1,1,1
998,0,1,0,1,1,1
999,0,1,0,1,1,1
1000,1,2,1,1,1,1
1001,1,0,1,1,1,1
1002,1,2,1,1,1,1
1003,1,0,1,2,0,1
1004,0,2,0,1,1,1
1005,0,2,0,1,1,1
1006,1,2,1,0,1,1
1007,0,0,0,1,2,1
1008,1,1,1,1,1,1
1009,1,1,1,0,1,1
1010,0,2,0,1,1,1
1011,1,0,1,1,2,1
1012,0,2,0,1,1,1
1013,0,2,0,1,1,1
1014,1,2,1,1,1,1
1015,0,2,0,1,1,1
1016,1,2,1,1,1,1
1017,0,1,0,1,1,1
1018,0,2,0,1,1,1
1019,0,2,0,1,1,1
1020,0,0,0,1,1,1
1021,1,2,1,1,1,1
1022,0,2,0,1,1,1
1023,0,2,0,1,1,1
1024,0,2,0,1,1,1
1025,0,2,0,1,1,1
1026,0,1,0,1,1,1
1027,1,2,1,1,1,1
1028,0,2,0,1,1,1
1029,1,2,1,0,1,1
1030,1,0,1,1,2,1
1031,0,0,0,2,0,1
1032,0,1,0,1,1,1
1033,0,0,0,1,1,1
1034,0,2,0,1,1,1
1035,0,0,0,1,2,1
1036,0,2,0,1,1,1
1037,0,0,0,1,1,1
1038,0,1,0,1,1,1
1039,1,0,1,1,2,1
1040,0,2,0,1,1,1
1041,1,2,1,1,1,1
1042,0,2,0,0,1,1
1043,0,2,0,1,1,1
1044,1,0,1,1,0,1
1045,1,2,1,1,1,1
1046,0,0,0,1,1,1
1047,1,2,1,1,1,1
1048,1,2,1,1,1,1
1049,0,2,0,0,1,1
1050,1,1,1,1,1,1
1051,0,2,0,1,1,1
1052,0,1,0,1,1,1
1053,1,2,1,1,1,1
1054,0,0,0,1,2,1
1055,0,2,0,1,1,1
1056,1,0,1,1,1,1
1057,1,2,1,1,1,1
1058,0,2,0,1,1,1
1059,0,2,0,1,1,1
1060,0,2,0,1,1,1
1061,0,2,0,1,1,1
1062,0,2,0,1,1,1
1063,1,1,1,1,1,1
1064,1,1,1,1,1,1
1065,0,0,0,1,2,1
1066,1,1,1,1,1,1
1067,1,0,1,2,2,1
1068,0,1,0,1,1,1
1069,0,0,0,1,2,1
1070,1,0,1,1,2,1
1071,0,2,0,1,1,1
1072,1,0,1,1,0,1
1073,0,1,0,1,1,1
1074,1,1,1,1,1,1
1075,0,2,0,1,1,1
1076,1,2,1,0,2,1
1077,0,1,0,1,1,1
1078,0,1,0,1,1,1
1079,0,0,0,1,1,1
1080,0,2,0,0,1,1
1081,0,1,0,2,1,1
1082,0,1,0,0,1,1
1083,0,2,0,1,1,1
1084,0,0,0,0,2,1
1085,1,2,1,1,1,1
1086,0,1,0,1,1,1
1087,1,2,1,1,1,1
1088,1,2,1,1,1,1
1089,0,2,0,0,1,1
1090,0,0,0,1,0,1
1091,1,1,1,0,1,1
1092,0,1,0,1,1,1
1093,0,0,0,1,1,1
1094,1,2,1,1,1,1
1095,0,1,0,1,1,1
1096,1,0,1,1,1,1
1097,0,2,0,1,1,1
1098,0,2,0,1,1,1
1099,0,2,0,1,1,1
1100,0,1,0,1,2,1
1101,1,1,1,2,1,1
1102,1,2,1,1,1,1
1103,0,0,0,1,1,1
1104,1,2,1,1,1,1
1105,0,0,0,2,2,1
1106,1,0,1,1,0,1
1107,0,2,0,1,1,1
1108,1,1,1,1,1,1
1109,0,2,0,1,1,1
1110,1,1,1,1,1,1
1111,0,2,0,1,1,1
1112,1,0,1,1,1,1
1113,1,2,1,1,1,1
1114,0,2,0,1,1,1
1115,1,2,1,1,1,1
1116,0,2,0,1,1,1
1117,0,1,0,1,1,1
1118,0,1,0,0,2,1
1119,1,0,1,1,1,1
1120,0,2,0,1,1,1
1121,0,2,0,1,1,1
1122,0,0,0,1,2,1
1123,0,2,0,1,1,1
1124,0,0,0,2,2,1
1125,0,2,0,1,1,1
1126,1,1,1,1,1,1
1127,1,0,1,1,2,1
1128,1,0,1,2,1,1
1129,1,1,1,1,1,1
1130,0,0,0,1,2,1
1131,0,2,0,1,1,1
1132,0,2,0,0,1,1
1133,0,0,0,1,2,1
1134,1,1,1,1,1,1
1135,0,1,0,1,1,1
1136,1,1,1,1,1,1
1137,1,2,1,1,1,1
1138,1,1,1,0,1,1
1139,0,2,0,1,1,1
1140,0,0,0,1,2,1
1141,0,2,0,1,1,1
1142,0,2,0,1,1,1
1143,0,2,0,1,1,1
1144,0,2,0,1,1,1
1145,0,2,0,1,1,1
1146,1,1,1,1,1,1
1147,0,2,0,1,1,1
1148,0,2,0,1,1,1
1149,0,2,0,1,1,1
1150,1,1,1,1,1,1
1151,1,2,1,0,1,1
1152,0,1,0,1,1,1
1153,0,2,0,1,1,1
1154,0,0,0,1,1,1
1155,0,2,0,1,1,1
1156,1,2,1,1,1,1
1157,0,2,0,1,1,1
1158,0,0,0,1,2,1
1159,0,2,0,1,1,1
1160,1,0,1,1,2,1
1161,1,2,1,1,1,1
1162,0,2,0,1,1,1
1163,1,1,1,1,1,1
1164,0,1,0,1,1,1
1165,0,1,0,1,1,1
1166,0,1,0,1,1,1
1167,0,1,0,1,1,1
1168,1,2,1,1,1,1
1169,0,2,0,0,1,1
1170,1,2,1,1,1,1
1171,1,2,1,0,1,1
1172,1,2,1,0,1,1
1173,0,2,0,1,1,1
1174,0,2,0,1,1,1
1175,0,0,0,1,2,1
1176,0,2,0,1,1,1
1177,0,2,0,1,1,1
1178,0,0,0,1,1,1
1179,1,2,1,1,1,1
1180,0,2,0,1,1,1
1181,0,0,0,1,2,1
1182,0,2,0,1,1,1
1183,0,2,0,1,1,1
1184,1,1,1,0,1,1
1185,0,2,0,1,1,1
1186,0,0,0,1,1,1
1187,0,2,0,1,1,1
1188,0,2,0,1,1,1
1189,0,1,0,1,1,1
1190,0,1,0,1,1,1
1191,0,2,0,1,1,1
1192,1,2,1,1,1,1
1193,1,0,1,2,1,1
1194,0,0,0,1,2,1
1195,0,2,0,0,1,1
1196,0,0,0,2,2,1
1197,1,2,1,1,1,1
1198,0,2,0,1,1,1
1199,0,2,0,1,1,1
1200,0,2,0,1,1,1
1201,1,2,1,1,1,1
1202,1,0,1,2,2,1
1203,1,2,1,1,1,1
1204,0,0,0,2,2,1
1205,0,1,0,1,1,1
1206,0,2,0,1,1,1
1207,0,1,0,1,1,1
1208,0,2,0,1,1,1
1209,0,2,0,1,1,1
1210,0,1,0,1,1,1
1211,0,0,0,1,1,1
1212,1,0,1,1,0,1
1213,0,2,0,1,1,1
1214,1,1,1,0,1,1
1215,0,0,0,1,2,1
1216,0,1,0,1,1,1
1217,0,1,0,1,1,1
1218,1,1,1,1,1,1
1219,0,0,0,1,1,1
1220,0,2,0,1,1,1
1221,1,2,1,1,1,1
1222,0,2,0,1,1,1
1223,0,0,0,1,1,1
1224,0,1,0,1,1,1
1225,0,2,0,1,1,1
1226,0,1,0,1,1,1
1227,0,2,0,0,1,1
1228,0,1,0,1,1,1
1229,0,2,0,1,1,1
1230,0,2,0,1,2,1
1231,1,0,1,2,0,1
1232,0,2,0,0,1,1
1233,1,2,1,1,1,1
1234,0,1,0,1,1,1
1235,1,2,1,1,1,1
1236,0,1,0,1,1,1
1237,1,1,1,1,1,1
1238,1,0,1,1,2,1
1239,0,1,0,1,1,1
1240,0,1,0,1,2,1
1241,0,1,0,1,2,1
1242,1,2,1,0,1,1
1243,0,0,0,1,1,1
1244,1,0,1,2,2,1
1245,0,2,0,1,1,1
1246,0,2,0,1,1,1
1247,1,2,1,1,1,1
1248,0,2,0,0,2,1
1249,1,1,1,1,1,1
1250,1,1,1,1,1,1
1251,0,2,0,1,1,1
1252,1,0,1,1,2,1
1253,1,2,1,1,2,1
1254,0,2,0,1,1,1
1255,1,2,1,1,1,1
1256,1,0,1,1,2,1
1257,0,1,0,1,1,1
1258,0,1,0,1,1,1
1259,1,0,1,1,2,1
1260,0,0,0,1,1,1
1261,0,1,0,1,1,1
1262,1,0,1,1,2,1
1263,1,0,1,1,0,1
1264,1,2,1,1,1,1
1265,0,1,0,1,1,1
1266,0,0,0,2,2,1
1267,0,2,0,0,1,1
1268,0,2,0,1,1,1
1269,0,2,0,1,1,1
1270,1,2,1,1,1,1
1271,1,2,1,1,1,1
1272,0,1,0,1,1,1
1273,1,1,1,1,2,1
1274,0,2,0,1,1,1
1275,0,1,0,2,1,1
1276,0,2,0,1,1,1
1277,0,2,0,0,1,1
1278,0,0,0,1,2,1
1279,1,0,1,1,1,1
1280,0,2,0,0,1,1
1281,0,1,0,1,1,1
1282,0,2,0,1,1,1
1283,1,0,1,1,2,1
1284,0,2,0,1,1,1
1285,1,0,1,1,2,1
1286,0,2,0,1,1,1
1287,0,2,0,1,1,1
1288,1,0,1,1,2,1
1289,0,1,0,1,1,1
1290,1,0,1,1,2,1
1291,0,0,0,1,1,1
1292,0,0,0,1,1,1
1293,0,1,0,1,1,1
1294,0,1,0,1,1,1
1295,0,0,0,1,0,1
1296,1,2,1,1,1,1
1297,1,2,1,0,1,1
1298,1,2,1,1,1,1
1299,1,0,1,1,2,1
1300,1,2,1,1,1,1
1301,0,2,0,1,1,1
1302,1,0,1,1,2,1
1303,0,2,0,1,1,1
1304,0,2,0,1,1,1
1305,0,2,0,0,1,1
